left,right,left_correct,right_correct,confidence,approved,source,model,decided_on,note
seir,*,sein,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Typischer OCR-Fehler (n zu r); passt in allen drei Kontexten grammatikalisch als Possessivpronomen.
sert,*,serb,*,low,,llm,google/gemma-4-31b,2026-09-01,"confirms serb: Das Wort 'sert' existiert im Deutschen nicht; die hohe Korpusfrequenz von 'serb' und das Fehlerbild (letzter Buchstabe) sprechen für eine Korrektur, obwohl der Kontext extrem gering ist."
siegreichem,*,siegreichem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Endung -em ist eine korrekte grammatikalische Beugung (Dativ Singular) und gemäß Regel 2 kein OCR-Fehler.
silberner,*,silbernen,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch ist nach 'ihrer' (Genitiv) die Endung '-nen' korrekt; zudem ist der Tausch von 'n' zu 'r' ein typischer OCR-Fehler.
sine,*,sind,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In beiden Kontexten ist das Pluralverb 'sind' grammatikalisch zwingend (bezieht sich auf 'Mitteilungen' bzw. 'Episoden').
singer,*,singen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms singen: Grammatikalisch ist hier ein Verb erforderlich; typischer OCR-Fehler (n -> r) am Zeilenende.
sino,*,sind,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms sind: „sino“ ist kein deutsches Wort, während „sind“ eine sehr häufige Verbform ist; es handelt sich um einen typischen OCR-Fehler am Zeilenende."
soeber,*,soeben,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms soeben: Typischer OCR-Fehler (n -> r am Zeilenende); 'soeben' ist ein gängiges Adverb, während 'soeber' nicht existiert."
sonderr,*,sondern,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms sondern: Typischer OCR-Fehler (n -> r) am Zeilenende; 'sondern' ist die korrekte Konjunktion.
sonders,*,sonders,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht am Satzende innerhalb eines Zitats. 'Sonders' kann als Adverb im Sinne von 'besonders' (z. B. 'nicht sonders') verwendet werden, während die Konjunktion 'sondern' niemals alleine am Sat"
sorger,*,sorgen,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms sorgen: Typischer OCR-Fehler (n -> r am Zeilenende), gestützt durch hohe Korpusfrequenz von 'sorgen' gegenüber 'sorger'."
sous,*,sous,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Teil des französischen Begriffs 'abri sous terrain' (unterirdischer Schutzraum), was im Kontext von Befestigungen/Orten sinnvoll ist; 'souv' ergibt hier keinen Sinn."
speister,*,speisten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms speisten: Typischer OCR-Fehler (n -> r) am Zeilenende; grammatikalisch ist hier das Verb 'speisen' im Plural oder Präteritum erforderlich.
spieler,*,spielen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms spielen: Die Konstruktion 'um ... zu' erfordert den Infinitiv 'spielen'; das 'r' am Zeilenende ist ein typischer OCR-Fehler für 'n'.
stamme,*,stammt,*,low,,llm,google/gemma-4-31b,2026-09-01,"confirms stammt: Der Kontext ist zu kurz für eine eindeutige grammatikalische Prüfung, aber 'stammt' ist im Korpus sehr häufig und passt zur typischen Personenbeschreibung in dieser Zeitschrift; zudem ist das Zeilenen"
standes,*,standen,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms standen: Grammatikalisch ist das Verb 'standen' am Satzende wesentlich wahrscheinlicher als die Genitivform 'standes', die normalerweise einen Artikel oder ein Bezugswort erfordert."
stanz,*,stand,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms stand: stanz ist kein gängiges deutsches Wort und kommt im Korpus nicht vor, während stand ein häufiges Wort ist, das als Satzende sinnvoll ist."
stehe,*,stehe,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In allen drei Beispielen ist der Konjunktiv I ('stehe') grammatikalisch korrekt und stilistisch passend für indirekte Rede oder Wunschformeln.
stehn,*,stehn,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In allen drei Beispielen ist der Plural bzw. Infinitiv grammatikalisch korrekt (Tauperlentropfen, die abseits stehn); die Form 'stehn' ist eine im historischen Kontext und in der Lyrik übliche Elision"
steirischer,*,steirischer,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das Wort steht in einer parallelen Genitiv-Konstruktion zu 'einiger tausend Personen'; die Endung -er ist hier die korrekte starke Deklination für den Genitiv Plural (z. B. '27 steirischer Gemeinden')
steller,*,stellen,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms stellen: Die OCR-Fehlerbeschreibung (n zu r am Zeilenende) und die hohe Korpusfrequenz von 'stellen' gegenüber 'steller' machen diese Form wahrscheinlich, da 'steller' kleingeschrieben kein eigenständiges Wort"
stillt,*,stillt,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das Wort fungiert hier als Prädikat (Verb) im Sinne von 'löschen' oder 'befriedigen' (das Sehnen stillen).
ständigt,*,ständige,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms ständige: „ständigt“ ist kein existierendes Wort; „ständige“ ist eine korrekte adjektivische Form und im Korpus häufig belegt.
stärkstes,*,stärkstes,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: In allen drei Beispielen ist 'stärkstes' grammatikalisch korrekt als Attribut für ein (auf der nächsten Zeile folgendes) Neutrum; 'stärksten' wäre in diesen Kontexten grammatikalisch falsch.
sucher,*,suchen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms suchen: Typischer OCR-Fehler (n -> r) am Zeilenende; 'suchen' ist ein häufiges Wort, während 'sucher' in diesem Kontext unplausibel ist."
tausene,*,tausend,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms tausend: „tausene“ ist kein existierendes Wort; „tausend“ ist die korrekte Form und fungiert hier als Attribut zu einem auf der folgenden Zeile stehenden Nomen.
traditioneller,*,traditioneller,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Gemäß Regel 2 sind Endungen auf -er meist korrekte Beugungen (hier: Femininum Dativ, z. B. 'von traditioneller Art'). Es gibt keinen eindeutigen grammatikalischen Grund für eine Korrektur zu -en."
trafer,*,trafen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms trafen: Klassischer OCR-Fehler (n -> r) am Zeilenende; 'trafen' ist die korrekte Verbform im Kontext gesellschaftlicher Berichte.
trag,*,trag,*,low,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Kein Kontext vorhanden; das Wort ist entweder abgeschnitten (z. B. 'getragen') oder ein Fehler für 'traf'/'trat', was ohne Satz jedoch nicht eindeutig bestimmbar ist."
trauerr,*,trauern,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms trauern: Typischer OCR-Fehler (n -> r) am Zeilenende; 'An ihrer Bahre trauern' ist eine gängige Formulierung in Trauerberichten.
treffer,*,treffen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms treffen: In beiden Fällen ist die grammatische Form des Infinitivs bzw. Verbs notwendig ('Vorkehrungen zu treffen').
treter,*,treten,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms treten: Typischer OCR-Fehler n -> r; 'treten' ist ein häufiges Verb, während 'treter' im Kontext einer Gesellschaftszeitung unplausibel ist."
treut,*,treue,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms treue: Das Wort 'treut' existiert im Deutschen nicht; 'treue' ist ein häufiges Substantiv oder Adjektiv und passt als Satzende (z. B. 'bewies seine Treue').
tschechoslowakischem,*,tschechoslowakischem,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht im Dativ Singular Maskulinum (starke Deklination) als Apposition zu 'Herrn Dr. Bohus Ryznar', ausgelöst durch die Präposition 'mit'."
tätiges,*,tätiges,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrekt in der Konstruktion 'steht als tätiges [Mitglied/Element]'; die Endung -es ist hier eine plausible starke Deklination.
umgeber,*,umgeben,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms umgeben: Klassischer OCR-Fehler (n -> r) am Zeilenende; 'umgeber' existiert im Deutschen nicht, während 'umgeben' ein häufiges Wort ist."
unbekanntes,*,unbekanntes,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Kongruenz mit dem vorangehenden Adjektiv 'umfangreiches' (Neutrum Singular).
ungarischem,*,ungarischem,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Korrektes Adjektiv im Dativ Singular (z. B. 'nach ungarischem Vorbild' oder 'in ungarischem Stil'), wie in Regel 2 beschrieben."
unsern,*,unsern,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In beiden Kontexten ist 'unsern' grammatikalisch korrekt (als Kurzform von 'unseren'): im ersten Fall nach der Präposition 'für' (Akkusativ Maskulinum), im zweiten Fall nach 'in' (Dativ Plural)."
unternahmes,*,unternahmen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms unternahmen: Nach 'Deshalb' folgt an zweiter Stelle das Prädikat; 'unternahmen' ist die korrekte Verbform (Plural Präteritum), während 'unternahmes' grammatikalisch nicht existiert."
unternehmer,*,unternehmen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms unternehmen: Grammatikalisch ist hier das Verb 'unternehmen' (eine Tour unternehmen) erforderlich; die Endung -er ist ein typischer OCR-Fehler für -en.
vaterländischem,*,vaterländischem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Endung -em ist nach den Präpositionen 'in' und 'mit' grammatisch korrekt (Dativ Singular Maskulinum/Neutrum) und gemäß Regel 2 als korrekte Beugung zu werten.
veranstaltetes,*,veranstaltetes,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekt als Attribut zu einem folgenden Neutrum im Nominativ oder Akkusativ (z. B. 'ein veranstaltetes Fest').
verbliel,*,verblieb,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms verblieb: Korrektes Präteritum von 'verbleiben'; 'verbliel' ist kein existierendes Wort.
verbrachter,*,verbrachten,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms verbrachten: Das Wort steht am Ende einer Aufzählung ('und Frau Merész...'), was ein Pluralverb im Präteritum erfordert; zudem ist der Tausch von 'n' zu 'r' am Zeilenende ein typischer OCR-Fehler."
verbringer,*,verbringen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms verbringen: In Beispiel 1 ist die Konstruktion 'zu + Infinitiv' zwingend, was die Endung -en erfordert; der Fehler n -> r am Zeilenende ist typisch."
verbundener,*,verbundenen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms verbundenen: Typischer OCR-Fehler (n -> r); grammatisch wahrscheinlich Teil einer Wendung wie 'mit dem Kirchweihfest verbundenen [Freuden/Festlichkeiten]'.
vereine,*,vereint,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms vereint: Das Wort 'vereint' ist im Korpus deutlich häufiger vertreten und als Adjektiv oder Partizip am Satzende wesentlich plausibler als die Verbform 'vereine'.
vereines,*,vereines,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Korrektes Genitiv Singular von 'Verein', im historischen Kontext absolut gebräuchlich."
vereinige,*,vereinigt,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms vereinigt: Grammatikalisch ist 'vereinigt' als Partizip oder Verbform in diesem Kontext plausibel, während 'vereinige' (Imperativ oder Konjunktiv) unwahrscheinlich ist; zudem stützt die hohe Korpusfrequenz diese"
vergangenem,*,vergangenem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Präposition 'seit' verlangt den Dativ; 'vergangenem' ist die korrekte Endung für ein maskulines oder neutrum Nomen im Singular (z. B. 'seit vergangenem Jahr').
vergebene,*,vergebens,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms vergebens: Der Kontext 'daß es...' in Verbindung mit der hohen Korpusfrequenz deutet eindeutig auf das Adverb 'vergebens' hin.
verl,*,verl,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
verlauten,*,verlauten,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Passt perfekt in die gängige Redewendung 'nichts verlauten lassen'; grammatikalisch als Infinitiv korrekt.
verlieher,*,verliehen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms verliehen: Typischer OCR-Fehler am Zeilenende (n -> r); Kontext bezieht sich auf die Verleihung einer Charge/eines Ranges.
verliel,*,verlief,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms verließ: Im Kontext von Gesellschaftsmeldungen folgt auf die Erwähnung einer Veranstaltung (hier: 'gaben' im Sinne von 'eine Feier geben') oft eine Beschreibung des Verlaufs ('verlief'). Das 'l' am Zeilenende
verließer,*,verließen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms verließen: Typischer OCR-Fehler am Zeilenende (n -> r); 'verließer' existiert im Deutschen nicht.
vern,*,verh,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms verm: In Gesellschaftstexten folgt auf die Angabe des Geburtsnamens ('geb.') üblicherweise der Familienstand; 'verh.' ist die Standardabkürzung für 'verheiratet'.
versammelter,*,versammelten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms versammelten: Passt zum beschriebenen OCR-Fehler (n -> r am Zeilenende) und ist grammatikalisch im Kontext einer Hochzeitsgesellschaft (Plural) stimmiger.
verschiee,*,verschied,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms verschied: Der Kontext 'die nächste Erbin' macht deutlich, dass die vorherige Person verstorben ist; 'verschied' ist hier die grammatikalisch korrekte Form."
versi,*,versi,*,low,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
verstart,*,verstarb,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms verstarb: Kontext eines Todesfalls (Name gefolgt von Verb); 'verstart' existiert im Deutschen nicht.
verstehn,*,verstehn,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Nach dem Hilfsverb 'wirst' muss ein Infinitiv folgen; 'verstehn' ist eine im historischen Kontext übliche verkürzte Form von 'verstehen'.
vertreter,*,vertreten,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms vertreten: Typischer OCR-Fehler (n -> r) am Zeilenende; hohe Korpusfrequenz von 'vertreten' gegenüber 'vertreter'.
verwitt,*,verwitw,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms verwitw: OCR-Fehler beim letzten Buchstaben; 'verwitw.' ist die gängige Abkürzung für 'verwitwete', was durch die hohe Korpusfrequenz gestützt wird."
verzinsliches,*,verzinsliches,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort folgt auf den unbestimmten Artikel 'ein', was die neutrale Endung '-es' grammatikalisch erfordert."
vielem,*,vielem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Die Endung -em ist eine korrekte grammatische Beugung (Dativ) und gemäß Regel 2 meist kein OCR-Fehler; sie passt hier zum Präpositionalobjekt 'Trotz'.
viertel,*,viertel,*,low,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Ohne weiteren Kontext ist nicht feststellbar, ob es sich um einen OCR-Fehler handelt oder um eine (ggf. kleingeschriebene) Zeitangabe wie 'ein viertel'; eine Korrektur zu 'vierten' oder 'vierter' wäre"
viertem,*,viertem,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Grammatikalisch korrekt im Dativ Singular, passend zu 'Kinde' (archaische Dativendung) in Beispiel 2."
vollkommer,*,vollkommen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms vollkommen: Typischer OCR-Fehler (n -> r) am Zeilenende; 'vollkommen' ist die grammatikalisch korrekte Form in beiden Kontexten.
vorgenommer,*,vorgenommen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms vorgenommen: Typischer OCR-Fehler (n/m -> r) am Zeilenende; grammatikalisch ist das Partizip Perfekt 'vorgenommen' in beiden Passivkonstruktionen zwingend.
vorn,*,vorn,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In allen drei Kontexten ist 'vorn' als Ortsangabe oder Teil der Redewendung 'von vorn' grammatikalisch korrekt; 'vorm' (vor dem) würde ein nachfolgendes Substantiv erfordern, das hier nicht passt."
wahn,*,wahn,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
wahrei,*,wahres,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms wahren: Nach dem unbestimmten Artikel 'ein' folgt im beschreibenden Kontext (gehäkelte Bahnen) meist ein Adjektiv in der Neutrum-Form ('ein wahres Kunstwerk/Vergnügen'), wobei das 's' am Zeilenende oft als 'i"
warer,*,waren,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms waren: Typischer OCR-Fehler (n -> r) am Zeilenende; 'waren' ist die grammatikalisch korrekte Verbform in allen Kontexten.
wart,*,wart,*,low,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der Kontext ist nicht ausreichend, um eine Korrektur zu rechtfertigen; zudem trifft das beschriebene Fehlerbild (n/m als r) hier nicht zu, da das Wort auf 't' endet."
weile,*,weile,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Form 'weile' ist der Konjunktiv I von 'weilen'. In Berichten über den Adel (wie im Wiener Salonblatt) wurde für die indirekte Rede oder zur Beschreibung des Aufenthalts von Personen konsequent der
weilender,*,weilender,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekte Endung für den Genitiv Plural nach 'einiger'.
weiler,*,weilen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms weilen: Passt exakt auf das beschriebene OCR-Fehlermuster (n -> r) und ist ein gebräuchliches Wort, während 'weiler' im Kontext unplausibel ist."
weill,*,weilt,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms weilt: Grammatikalisch korrektes Verb (3. Person Singular von 'weilen'), passend zum Kontext der Aufenthaltsbeschreibung einer Person."
weites,*,weites,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekt als Neutrum Singular Akkusativ nach 'ein'.
weitet,*,weiter,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms weiter: Das Wort 'weitet' ergibt grammatikalisch in Verbindung mit 'einer harten Trompete' wenig Sinn; 'weiter' als Adverb (im Sinne von fortfahren/fortsetzen) ist im Kontext einer Beschreibung weitaus plausi
