left,right,form,source,model,decided_on,note
Marie,Wilhelmine,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Maria,Agnes,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Anna,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Dorothea,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Enzersdorf-Schloß,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was hyphen"
Maria,Gabrielle,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Helene,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Hilf,hyphen,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was hyphen"
Maria,Immakulata,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Margarete,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Pia,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Rosario,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Schul,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was hyphen"
Maria,Theresia,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was split"
Maria,Theresien-Ordens,split,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was hyphen"
Maria,brunn,join,manual,,2026-08-25,"consistency: Maria settled as split 10, hyphen 4, join 1; this pair was join"
Franz,Anton,hyphen,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was split"
Franz,Josef,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was split"
Franz,Josef-Ordens,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was hyphen"
Franz,Joseph,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was split"
Franz,Joseph-O,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was hyphen"
Franz,Joseph-Ordens,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was hyphen"
Franz,Joseph-Universität,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was hyphen"
Franz,Josephs-O,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was hyphen"
Franz,Josephs-Ordens,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was hyphen"
Franz,Wertheim-Gedenkrennen,hyphen,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was hyphen"
Franz,Xaver,split,manual,,2026-08-25,"consistency: Franz settled as hyphen 7, split 4; this pair was split"
zu,Schaumburg-Lippe,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was split"
zu,bringen,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was split"
zu,führen,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was split"
zu,geben,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was split"
zu,gehen,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was split"
zu,kommen,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was join"
zu,lassen,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was split"
zu,sammengefaßt,join,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was join"
zu,viel,split,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was split"
zu,weilen,join,manual,,2026-08-25,"consistency: zu settled as split 7, join 3; this pair was join"
so,bald,split,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was split"
so,dann,join,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was join"
so,gar,join,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was join"
so,lange,split,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was split"
so,viel,split,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was split"
so,weit,split,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was split"
so,wie,split,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was join"
so,wohl,join,manual,,2026-08-25,"consistency: so settled as split 4, join 4; this pair was join"
Hans,Georg,split,manual,,2026-08-25,"consistency: Hans settled as split 4, hyphen 1; this pair was split"
Hans,Heinrich,split,manual,,2026-08-25,"consistency: Hans settled as split 4, hyphen 1; this pair was hyphen"
Hans,Heribert,split,manual,,2026-08-25,"consistency: Hans settled as split 4, hyphen 1; this pair was split"
Hans,Joachim,split,manual,,2026-08-25,"consistency: Hans settled as split 4, hyphen 1; this pair was split"
Hans,Ulrich,split,manual,,2026-08-25,"consistency: Hans settled as split 4, hyphen 1; this pair was split"
aus,Karl,split,manual,,2026-08-25,"consistency: aus settled as split 2, join 2, period 1; this pair was period"
aus,Monte,split,manual,,2026-08-25,"consistency: aus settled as split 2, join 2, period 1; this pair was split"
aus,Rodaun,split,manual,,2026-08-25,"consistency: aus settled as split 2, join 2, period 1; this pair was split"
aus,führliches,join,manual,,2026-08-25,"consistency: aus settled as split 2, join 2, period 1; this pair was join"
aus,trat,join,manual,,2026-08-25,"consistency: aus settled as split 2, join 2, period 1; this pair was join"
Sankt,Clemens-Kirche,split,manual,,2026-08-25,"consistency: Sankt settled as split 3, hyphen 1; this pair was split"
Sankt,Georg,split,manual,,2026-08-25,"consistency: Sankt settled as split 3, hyphen 1; this pair was split"
Sankt,Georg-O,split,manual,,2026-08-25,"consistency: Sankt settled as split 3, hyphen 1; this pair was hyphen"
Sankt,Stephanskirche,split,manual,,2026-08-25,"consistency: Sankt settled as split 3, hyphen 1; this pair was split"
hier,auf,split,manual,,2026-08-25,"consistency: hier settled as split 3, join 1; this pair was join"
hier,für,split,manual,,2026-08-25,"consistency: hier settled as split 3, join 1; this pair was split"
hier,zu,split,manual,,2026-08-25,"consistency: hier settled as split 3, join 1; this pair was split"
hier,über,split,manual,,2026-08-25,"consistency: hier settled as split 3, join 1; this pair was split"
tief,betrauert,split,manual,,2026-08-25,"consistency: tief settled as split 3, join 1; this pair was split"
tief,betrübt,split,manual,,2026-08-25,"consistency: tief settled as split 3, join 1; this pair was split"
tief,empfundene,split,manual,,2026-08-25,"consistency: tief settled as split 3, join 1; this pair was join"
tief,gerührt,split,manual,,2026-08-25,"consistency: tief settled as split 3, join 1; this pair was split"
unter,dessen,join,manual,,2026-08-25,"consistency: unter settled as join 3, split 1; this pair was split"
unter,haltsam,join,manual,,2026-08-25,"consistency: unter settled as join 3, split 1; this pair was join"
unter,nommenen,join,manual,,2026-08-25,"consistency: unter settled as join 3, split 1; this pair was join"
unter,steht,join,manual,,2026-08-25,"consistency: unter settled as join 3, split 1; this pair was join"
August,1913,split,manual,,2026-08-25,"consistency: August settled as split 2, period 1; this pair was split"
August,Karl,split,manual,,2026-08-25,"consistency: August settled as split 2, period 1; this pair was period"
August,Wilhelm,split,manual,,2026-08-25,"consistency: August settled as split 2, period 1; this pair was split"
Bank,A.-G,split,manual,,2026-08-25,"consistency: Bank settled as split 1, hyphen 1, join 1; this pair was split"
Bank,Dir,hyphen,manual,,2026-08-25,"consistency: Bank settled as split 1, hyphen 1, join 1; this pair was hyphen"
Bank,wesens,join,manual,,2026-08-25,"consistency: Bank settled as split 1, hyphen 1, join 1; this pair was join"
Bourbon-Sizilien,Infantin,comma,manual,,2026-08-25,"consistency: Bourbon-Sizilien settled as split 2, comma 1; this pair was comma"
Bourbon-Sizilien,die,split,manual,,2026-08-25,"consistency: Bourbon-Sizilien settled as split 2, comma 1; this pair was split"
Bourbon-Sizilien,hat,split,manual,,2026-08-25,"consistency: Bourbon-Sizilien settled as split 2, comma 1; this pair was split"
Eugen,Herrn,comma,manual,,2026-08-25,"consistency: Eugen settled as split 2, comma 1; this pair was comma"
Eugen,Lubomirski,split,manual,,2026-08-25,"consistency: Eugen settled as split 2, comma 1; this pair was split"
Eugen,Wratislaw,split,manual,,2026-08-25,"consistency: Eugen settled as split 2, comma 1; this pair was split"
Herr,in,join,manual,,2026-08-25,"consistency: Herr settled as join 2, split 1; this pair was split"
Herr,zogs,join,manual,,2026-08-25,"consistency: Herr settled as join 2, split 1; this pair was join"
Herr,zogspaar,join,manual,,2026-08-25,"consistency: Herr settled as join 2, split 1; this pair was join"
König,Carols,split,manual,,2026-08-25,"consistency: König settled as split 2, hyphen 1; this pair was split"
König,in,split,manual,,2026-08-25,"consistency: König settled as split 2, hyphen 1; this pair was split"
Lingerie,Emma,split,manual,,2026-08-25,"consistency: Lingerie settled as split 1, comma 1, period 1; this pair was split"
Lingerie,Teagowns,hyphen,manual,,2026-08-25,"consistency: Lingerie settled as split 1, comma 1, period 1; this pair was comma"
Lingerie,Tel,comma,manual,,2026-08-25,"consistency: Lingerie settled as split 1, comma 1, period 1; this pair was period"
Nagy,Barcsa,hyphen,manual,,2026-08-25,"consistency: Nagy settled as hyphen 2, join 1; this pair was hyphen"
Nagy,Ida,comma,manual,,2026-08-25,"consistency: Nagy settled as hyphen 2, join 1; this pair was hyphen"
Nagy,barathi,join,manual,,2026-08-25,"consistency: Nagy settled as hyphen 2, join 1; this pair was join"
Philipp,Ernst,hyphen,manual,,2026-08-25,"consistency: Philipp settled as hyphen 2, split 1; this pair was hyphen"
Philipp,Franz,hyphen,manual,,2026-08-25,"consistency: Philipp settled as hyphen 2, split 1; this pair was hyphen"
Philipp,Hoyos-Wenckheim,split,manual,,2026-08-25,"consistency: Philipp settled as hyphen 2, split 1; this pair was split"
Schaumburg-Lippe,Herzogin,comma,manual,,2026-08-25,"consistency: Schaumburg-Lippe settled as comma 2, split 1; this pair was comma"
Schaumburg-Lippe,der,comma,manual,,2026-08-25,"consistency: Schaumburg-Lippe settled as comma 2, split 1; this pair was comma"
Schaumburg-Lippe,und,split,manual,,2026-08-25,"consistency: Schaumburg-Lippe settled as comma 2, split 1; this pair was split"
Unter,abteilungen,join,manual,,2026-08-25,"consistency: Unter settled as join 2, split 1; this pair was join"
Unter,den,split,manual,,2026-08-25,"consistency: Unter settled as join 2, split 1; this pair was split"
Unter,kirchner,join,manual,,2026-08-25,"consistency: Unter settled as join 2, split 1; this pair was join"
an,deren,join,manual,,2026-08-25,"consistency: an settled as join 2, split 1; this pair was split"
an,geboren,join,manual,,2026-08-25,"consistency: an settled as join 2, split 1; this pair was join"
an,wachsenden,join,manual,,2026-08-25,"consistency: an settled as join 2, split 1; this pair was join"
schwarz,drapierte,hyphen,manual,,2026-08-25,"consistency: schwarz settled as hyphen 2, join 1; this pair was join"
schwarz,weiß,hyphen,manual,,2026-08-25,"consistency: schwarz settled as hyphen 2, join 1; this pair was hyphen"
schwarz,weißem,hyphen,manual,,2026-08-25,"consistency: schwarz settled as hyphen 2, join 1; this pair was hyphen"
um,kreiste,join,manual,,2026-08-25,"consistency: um settled as join 2, split 1; this pair was join"
um,so,join,manual,,2026-08-25,"consistency: um settled as join 2, split 1; this pair was split"
um,woben,join,manual,,2026-08-25,"consistency: um settled as join 2, split 1; this pair was join"
viel,begehrten,join,manual,,2026-08-25,"consistency: viel settled as split 2, join 1; this pair was split"
viel,genannten,join,manual,,2026-08-25,"consistency: viel settled as split 2, join 1; this pair was split"
viel,mehr,split,manual,,2026-08-25,"consistency: viel settled as split 2, join 1; this pair was join"
über,ein,split,manual,,2026-08-25,"consistency: über settled as split 2, join 1; this pair was split"
über,große,split,manual,,2026-08-25,"consistency: über settled as split 2, join 1; this pair was split"
über,zeugenden,join,manual,,2026-08-25,"consistency: über settled as split 2, join 1; this pair was join"
Armee,Kmdt,hyphen,manual,,2026-08-25,"consistency: Armee settled as hyphen 1, join 1; this pair was hyphen"
Armee,inspektor,join,manual,,2026-08-25,"consistency: Armee settled as hyphen 1, join 1; this pair was join"
Außen,Min,hyphen,manual,,2026-08-25,"consistency: Außen settled as hyphen 1, join 1; this pair was hyphen"
Außen,handel,join,manual,,2026-08-25,"consistency: Außen settled as hyphen 1, join 1; this pair was join"
Bossi-Fedrigotti,geb,comma,manual,,2026-08-25,"consistency: Bossi-Fedrigotti settled as comma 1, split 1; this pair was comma"
Bossi-Fedrigotti,und,split,manual,,2026-08-25,"consistency: Bossi-Fedrigotti settled as comma 1, split 1; this pair was split"
Burg,Feistritz,split,manual,,2026-08-25,"consistency: Burg settled as split 1, hyphen 1; this pair was split"
Burg,und,split,manual,,2026-08-25,"consistency: Burg settled as split 1, hyphen 1; this pair was hyphen"
Cocktail,parties,join,manual,,2026-08-25,"consistency: Cocktail settled as split 1, join 1; this pair was split"
Cocktail,party,join,manual,,2026-08-25,"consistency: Cocktail settled as split 1, join 1; this pair was join"
Jäger,Bat,hyphen,manual,,2026-08-25,"consistency: Jäger settled as hyphen 1, split 1; this pair was hyphen"
Jäger,in,split,manual,,2026-08-25,"consistency: Jäger settled as hyphen 1, split 1; this pair was split"
Kardinal,Fürsterzbischof,hyphen,manual,,2026-08-25,"consistency: Kardinal settled as split 1, hyphen 1; this pair was split"
Kardinal,Staatssekr,hyphen,manual,,2026-08-25,"consistency: Kardinal settled as split 1, hyphen 1; this pair was hyphen"
Kunstdruck,Abonnementspreise,comma,manual,,2026-08-25,"consistency: Kunstdruck settled as hyphen 1, comma 1; this pair was hyphen"
Kunstdruck,Für,period,manual,,2026-08-25,"consistency: Kunstdruck settled as hyphen 1, comma 1; this pair was comma"
Landes,Hptm,hyphen,manual,,2026-08-25,"consistency: Landes settled as hyphen 1, join 1; this pair was hyphen"
Landes,verteidigungsministers,join,manual,,2026-08-25,"consistency: Landes settled as hyphen 1, join 1; this pair was join"
Ludwig,Christian,split,manual,,2026-08-25,"consistency: Ludwig settled as hyphen 1, split 1; this pair was hyphen"
Ludwig,Windisch-Graetz,split,manual,,2026-08-25,"consistency: Ludwig settled as hyphen 1, split 1; this pair was split"
Max,Grohe,split,manual,,2026-08-25,"consistency: Max settled as split 1, hyphen 1; this pair was split"
Max,Maria,comma,manual,,2026-08-25,"consistency: Max settled as split 1, hyphen 1; this pair was hyphen"
Militär,Witwen-,hyphen,manual,,2026-08-25,"consistency: Militär settled as hyphen 1, join 1; this pair was hyphen"
Militär,kreisen,join,manual,,2026-08-25,"consistency: Militär settled as hyphen 1, join 1; this pair was join"
Post,Haag,split,manual,,2026-08-25,"consistency: Post settled as split 1, hyphen 1; this pair was split"
Post,Rotheau,split,manual,,2026-08-25,"consistency: Post settled as split 1, hyphen 1; this pair was hyphen"
Trousseaux,Lavettes,hyphen,manual,,2026-08-25,"consistency: Trousseaux settled as hyphen 1, comma 1; this pair was hyphen"
Trousseaux,Lingerie,hyphen,manual,,2026-08-25,"consistency: Trousseaux settled as hyphen 1, comma 1; this pair was comma"
Verkehrs,anstalten,join,manual,,2026-08-25,"consistency: Verkehrs settled as join 1, hyphen 1; this pair was join"
Verkehrs,und,hyphen,manual,,2026-08-25,"consistency: Verkehrs settled as join 1, hyphen 1; this pair was hyphen"
Welt,Gräfin,period,manual,,2026-08-25,"consistency: Welt settled as period 1, comma 1; this pair was period"
Welt,Und,period,manual,,2026-08-25,"consistency: Welt settled as period 1, comma 1; this pair was comma"
sein,Gemahlin,split,manual,,2026-08-25,"consistency: sein settled as split 1, period 1; this pair was split"
sein,er,split,manual,,2026-08-25,"consistency: sein settled as split 1, period 1; this pair was period"
Leg,Sekr,join,manual,,2026-08-29,corpus writes LegSekr closed up 650x and 'Leg. Sekr' 0x; the period verdict generalised the prompt's 'Geh. Rat' to an abbreviation this magazine sets without the space
Leg,Rat,join,manual,,2026-08-29,corpus writes LegRat closed up 699x and 'Leg. Rat' 0x; the period verdict generalised the prompt's 'Geh. Rat' to an abbreviation this magazine sets without the space
Gen,Dir,join,manual,,2026-08-29,corpus writes GenDir closed up 236x and 'Gen. Dir' 0x; the period verdict generalised the prompt's 'Geh. Rat' to an abbreviation this magazine sets without the space
Gen,Konsul,join,manual,,2026-08-29,corpus writes GenKonsul closed up 265x and 'Gen. Konsul' 0x; the period verdict generalised the prompt's 'Geh. Rat' to an abbreviation this magazine sets without the space
